Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,848981,City of Ormoc,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Inadequate or ageing water supply infrastructure,Short-term (by 2025),Serious,Medium,There is only one water surface source that is servicing the entire city.
Cities 2021,848981,City of Ormoc,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water demand,Short-term (by 2025),Serious,Medium,
Cities 2021,849017,Municipio de Chitré,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,High,En la zona urbana del distrito la población  se abastece de agua potable por medio del IDAAN ( instituto de Acueductos y Alcantarillados Nacionales) que es el ente regulador gubernamental de este servicio en nuestro país. Sin embargo enfrentamos muchos problemas con la planta de tratamiento de agua potable ya que esta colapso gracias al aumento de la población y la  construcción de residenciales esto a  provocado incremento en el consumo del agua.
Cities 2021,849017,Municipio de Chitré,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Current,Extremely serious,High,"Periódicamente, la población recibe el suministro de agua potable con color chocolate y olores desagradables, lo cual sucede cuando se da el desabastecimiento, por fallo de la turbina que genera la presión del agua . La población se a visto en la necesidad de adquirir equipos de filtración de agua, tanques de reserva y otras medidas de mitigación ante la problemática.  Es muy importante y necesario mencionar que nuestra unica fuente de agua que es el Río La Villa en varias ocasiones se a visto afectado  en tema de contaminación por parte de la industria la mas grave que tuvimos fue la contaminación con Atrazina."
Cities 2021,849023,Uruapan,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,Medium,"Existen temporadas en el año en el que distintas colonias carecen del recurso hídrico,  por  ciclos irregulares en la semana, encareciendo la calidad de vida de la población."
Cities 2021,849040,General Pueyrredon,Argentina,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,849895,Commune de Maga,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850301,Bellingen Shire,Australia,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850303,Local Government Unit of Vigan City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850304,Vyas Municipality,Nepal,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,,,,,
Cities 2021,850305,Prefeitura de Joaçaba,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850383,Prefeitura de Cocal do Sul,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,,Short-term (by 2025),Serious,High,
Cities 2021,850404,Prefeitura de Guabiruba,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850413,Prefeitura de Itá,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850424,Prefeitura de Itapoá,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850468,Prefeitura de Passo de Torres,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850538,Prefeitura de Treze Tílias,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850568,Prefeitura de Rolândia,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,850585,Municipality of Ambato,Ecuador,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Ecosystem vulnerability,Short-term (by 2025),Serious,Medium,"Considerando que el páramo es el principal abastecimiento de agua para el cantón Ambato y este es un ecosistema sensible,  el incremento de temperatura lo volverá un  territorio vulnerable a los efectos de sequía.Adicionalmente, si la temperatura sube , la descomposición de la materia orgánica aumentaría y por lo tanto los suelos perderían su capacidad de regulación hidrica."
Cities 2021,852443,"Ferndale, MI",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,852466,South Gloucestershire Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,852472,London Borough of Lewisham,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Current,Extremely serious,Medium-low,"By 2045 there is forecast to be a shortfall of 387 million litres of water per day around the Thames region as a result of drought.   By 2010 this shortfall is forecast to increase to 688 million litres, if no action is taken."
Cities 2021,852523,Stroud District Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
